1 Det 1783
1 Pron 1773
1 Punc 9137
1 Conj 1950
1 END 4997
1 Zero 2
1 Dup 11
1 Interj 75
1 Num 561
1 Adj 4565
1 START 4997
1 Postp 1020
1 Noun 17717
1 Ques 188
1 Adv 2673
1 Verb 6150
3 koltuk Noun 1
3 kalp Noun 1
3 aklımıza Noun 1
3 çalışkandırlar Verb 1
3 görmüştür Verb 1
3 ağrılarını Noun 1
3 kalkmaya Noun 2
3 yapılmayacak Verb 1
3 alınıp Adv 1
3 korudukları Adj 1
3 onlardan Pron 2
3 pembeleşmişti Verb 1
3 anımsatarak Adv 1
3 algılıyordu Verb 1
3 dolma Noun 2
3 rehberimle Noun 1
3 neydi Verb 2
3 botların Noun 1
3 tutamıyorsun Verb 1
3 sağ Adj 5
3 yıla Noun 3
3 çukotka Noun 1
3 gül_abla Noun 5
3 eğlenmeye Noun 1
3 müzakere Noun 2
3 pasaklıyım Verb 1
3 dolaylı Adj 1
3 annem Noun 27
3 savrulur Verb 1
3 bulunmuyor Verb 1
3 düş Noun 3
3 denetimde Noun 1
3 yaşayabilmek Noun 1
3 ya Interj 6
3 kabarıktı Verb 1
3 ayınınki Pron 2
3 barmenden Noun 1
3 doğmaması Noun 1
3 sola Noun 1
3 yaşındaydım Verb 1
3 içmesin Verb 1
3 fransızlar Noun 1
3 olmuşlar Verb 1
3 oynayabileceği Adj 1
3 yuvası Noun 1
3 çıkmıyor Verb 1
3 şeftali Adj 1
3 sahibinin Noun 1
3 göz_göze Noun 1
3 doğru Verb 2
3 geçmiştekiler Noun 1
3 uzundur Verb 1
3 cumhurbaşkanı_ahmet_necdet_sezer Noun 1
3 anlatsın Verb 1
3 koymamız Noun 1
3 yoksullukla Noun 1
3 ikiyüz Num 1
3 soruşturmasında Noun 1
3 dondurmacıya Noun 1
3 yapanların Noun 1
3 sermaye Noun 5
3 oturmuştuk Verb 1
3 hasadı Noun 1
3 üstündeki Adj 1
3 zamanla Noun 3
3 ayağım Noun 1
3 ifadenizi Noun 1
3 ordunun Noun 1
3 sürem Noun 1
3 yemeklerini Noun 1
3 aitti Verb 1
3 gizini Noun 1
3 parlak Adj 3
3 yaralarına Noun 1
3 giderse Verb 1
3 paketlerinin Noun 1
3 yarışma Noun 1
3 defterleri Noun 1
3 yaptıramadığını Noun 1
3 i̇çine Noun 1
3 yatmadınız Verb 1
3 bölüme Noun 1
3 kaçabilmiş Verb 1
3 çek Verb 1
3 buluyordum Verb 1
3 havuzdaki Adj 1
3 yolculukla Noun 1
3 sahipsiz Adj 1
3 dik Adj 1
3 dedemle Noun 1
3 atlatılacağı Noun 1
3 ise Conj 43
3 bükmüş Verb 1
3 yaptığımı Noun 1
3 yakınmış Verb 1
3 ayak Noun 3
3 iki_çift_laf Noun 1
3 dilin Noun 2
3 merdiven Noun 2
3 alanıdır Verb 1
3 satılsa Verb 1
3 kumru'nun Noun 2
3 konuşmayı Noun 3
3 erken Adv 5
3 korktunuz Verb 4
3 başlayalı Adv 1
3 kurgusundaki Adj 1
3 dönüşecek Verb 1
3 demektir Verb 6
3 yapmacıksız Adj 1
3 yürüdüğünü Noun 1
3 karelerin Noun 1
3 sıçradılar Verb 1
3 cezalarla Noun 1
3 grek Noun 1
3 geç Verb 3
3 aklından Noun 2
3 büyükelçilik_konutu'nda Noun 1
3 sıkılmadı Verb 1
3 yönlendirme Noun 1
3 yazdıklarını Noun 2
3 ikibiniki'de Noun 1
3 ayağının Noun 1
3 gösterilmiş Verb 1
3 söyleyebilirim Verb 1
3 gözüken Adj 2
3 düşüren Adj 1
3 cidden Adv 1
3 farklı Noun 6
3 durmasına Noun 1
3 olayı Noun 7
3 edici Adj 1
3 izlemeni Noun 1
3 küreselleşme Noun 1
3 teşvik_ediyorum Verb 1
3 dalkavuk Noun 1
3 pişmanlıklarla Noun 1
3 babaca Noun 1
3 bulunmuş Verb 1
3 yükünü Noun 1
3 deney Noun 4
3 darbelerin Noun 2
3 değiştirmeli Verb 1
3 çevrilerek Adv 1
3 yemekler Noun 1
3 yumurtayı Noun 1
3 birleştirip Adv 2
3 bildirilen Verb 1
3 tekillikleri Noun 1
3 ilkeli Adj 1
3 zerzevat Noun 2
3 her_ne_kadar Postp 1
3 soyutlamasıdır Verb 1
3 çatışmanın Noun 2
3 denktaş'ın Noun 1
3 kolay_olursa Verb 1
3 etkiliydi Verb 1
3 ereksel Adj 1
3 biçem Noun 1
3 bağdaşmadığını Noun 1
3 pazarımız Noun 1
3 koyunun Noun 1
3 altını_çiziyor Verb 2
3 benokan Noun 2
3 altınlı Adj 1
3 şerefine Noun 1
3 yaban Noun 3
3 buçuğunun Noun 1
3 çekiciliğini Noun 1
3 aydının Noun 1
3 öğün Noun 1
3 çocuklardan Noun 1
3 gürültüsü Noun 2
3 ilgisini_çeker Verb 1
3 i̇nanmıyor Verb 1
3 limanı Noun 1
3 kapsamı Noun 5
3 terk_ettiği Adj 1
3 yaradığını Noun 1
3 ineğin Noun 2
3 garnisine Noun 1
3 çamlar Noun 1
3 botel_maliye_hesap_uzmanları_vakfı'na Noun 1
3 yaşıyorduk Verb 1
3 iptaliyle Noun 1
3 kadarını Noun 3
3 ocakta Noun 1
3 erkeye Noun 1
3 dışarı Noun 4
3 cihazının Noun 1
3 rutubetli Adj 1
3 çıkarmıştı Verb 1
3 masadan Noun 3
3 içeriye Noun 15
3 taraflıdır Verb 1
3 yağız Adj 1
3 hissettiğini Noun 1
3 şeytana Noun 1
3 on_beş Num 3
3 anlatmayacaktım Verb 1
3 dünkü Adj 2
3 çekilmez Adj 1
3 kapılarını Noun 1
3 hafta Noun 14
3 uçak Noun 20
3 hayatlarımızın Noun 1
3 sebat_etmemiş Verb 1
3 düşmanlaşırlardı Verb 1
3 mektup Noun 10
3 sebzelerden Noun 1
3 haftasında Noun 2
3 suskun Adj 1
3 olan Adj 94
3 aubergine Noun 1
3 eğlenebileceği Adj 1
3 tarafta Noun 2
3 açıp_kapadıkları Noun 1
3 berkeley Noun 3
3 tanıklarının Noun 1
3 mırıldandım Verb 2
3 açarak Adv 1
3 varken Adv 3
3 sorgulayacaksınız Verb 1
3 şuuru Noun 1
3 nusret_senem Noun 7
3 seveceksin Verb 1
3 havzası Noun 1
3 üstünde_durmak Noun 1
3 kazan Noun 2
3 genel_müdürü Noun 1
3 hüzünleriyle Noun 1
3 yatma Noun 1
3 sanılırsa Verb 1
3 edip Adv 1
3 teslim_oluyordum Verb 1
3 üstünüzde Noun 1
3 sınıfa Noun 3
3 hazırlık Noun 1
3 uzaklaştığıma Noun 1
3 tarlaya Noun 2
3 ışıldamış Verb 1
3 satılmıyor Verb 1
3 içkilerini Noun 1
3 bizimkiler Pron 1
3 ara_sıra Noun 3
3 işaretiyle Noun 1
3 duası Noun 1
3 duvara Noun 1
3 acemi Adj 1
3 partinin Noun 2
3 ayşe Noun 2
3 sözleşmemiz Noun 1
3 sözleşmelerde Noun 1
3 kadeh Noun 1
3 elinden_gelen Adj 1
3 donunun Noun 1
3 bulmalıyım Verb 2
3 ikazına Noun 1
3 olmayacak Verb 2
3 hortlayan Adj 1
3 isminin Noun 1
3 seksenaltı Num 1
3 dediğim Noun 1
3 çamaşırları Noun 1
3 yapar Verb 4
3 özen'in Noun 1
3 planlarının Noun 1
3 arayan Adj 3
3 asma Noun 2
3 yemek Noun 16
3 edindiğim Adj 1
3 yapıyormuşum Verb 1
3 biyolojide Noun 1
3 yürüyorum Verb 1
3 emin Adj 2
3 verschuur'dan Noun 1
3 üç_bin Num 1
3 hastalık Noun 3
3 kaçamak Adj 2
3 düştük Verb 1
3 gayrimenkul Noun 1
3 milyarlarca Noun 1
3 içmem Verb 3
3 esas_olarak Adv 1
3 etkiler Verb 2
3 parıltılarından Noun 1
3 bilimdışı Adj 1
3 bir_süre Noun 1
3 yuzotuz_bin Num 1
3 kopenhag'da Noun 1
3 etekliği Noun 1
3 eşiyle Noun 3
3 içen Adj 1
3 türklerinin Noun 2
3 kayalarla Noun 1
3 dalgasına Noun 1
3 hızlı_hızlı Adj 1
3 mücadelede Noun 1
3 kuşun Noun 1
3 uzatılsın Verb 1
3 araştırmalar Noun 1
3 düşmesi Noun 1
3 sevdiği Noun 1
3 bulunca Adv 1
3 gününü_gün_etmek Noun 1
3 oluşamayacağı Adj 1
3 sakarya_caddesi'ndeki Adj 1
3 koşar_adım Noun 1
3 yudumu Noun 1
3 geliyorlar Verb 1
3 şeffaflaşmanın Noun 1
3 uzmanın Noun 1
3 düzenli_olarak Adv 1
3 askere Noun 1
3 kelepiri Noun 1
3 delik Noun 3
3 bünyesinde Noun 1
3 gelene Noun 1
3 düşmüştüm Verb 1
3 ilgileniyordu Verb 1
3 çıkartacak Adj 1
3 ağaç Noun 1
3 patatesi Noun 1
3 açar Verb 1
3 gülüşle Noun 1
3 muhtemelen Adv 1
3 tıraş_ederdi Verb 1
3 üzgünüm Verb 1
3 darbukayı Noun 1
3 kardeşinin Noun 7
3 mebrure'yi Noun 1
3 hale Noun 6
3 katlanırlar Verb 1
3 sabırla Noun 2
3 kaptım Verb 1
3 ercan_tezer Noun 1
3 bitirelim Verb 1
3 aslan Noun 5
3 rahatsızlık Noun 1
3 şeker Noun 4
3 unakıtan Noun 6
3 onaylayarak Adv 1
3 vuruyor Verb 1
3 bölge Noun 3
3 eşini Noun 2
3 bize Pron 18
3 kaldırmak Noun 1
3 eğlenceye Noun 1
3 değecek Adj 1
3 alanında Noun 4
3 övüp Adv 1
3 ayrılmış Adj 1
3 hıyar Noun 1
3 eşelenen Adj 1
3 hazırladığı Adj 3
3 hakim Noun 2
3 sesimizi Noun 1
3 örnekleri Noun 1
3 yaptığına Noun 1
3 şekerle Noun 1
3 taşıyor Verb 2
3 başlamıştık Verb 1
3 atılımın Noun 1
3 işte Interj 1
3 temelde Noun 1
3 imkansızdı Verb 2
3 kabul_etme Noun 1
3 başlık Noun 2
3 istediği Noun 1
3 filozofluk Noun 1
3 uçağını Noun 1
3 iznini Noun 1
3 yazısında Noun 1
3 sahildeki Adj 1
3 gördüğünü Noun 1
3 gelmiş Adj 4
3 mide Noun 2
3 farkında Noun 2
3 söyletme Verb 1
3 teşvik_ediyoruz Verb 1
3 açıklamada Noun 2
3 akımcıyım Verb 1
3 bürokratlık Noun 1
3 bakacaklarını Noun 1
3 yapmış Verb 4
3 sendeledi Verb 1
3 ihtimalin Noun 1
3 demişler Verb 1
3 ifade_ettiler Verb 1
3 bastıracak Adj 1
3 havasına Noun 1
3 gördüm Verb 12
3 mahrum_edildik Verb 1
3 nakil Noun 1
3 konuşabiliyorum Verb 1
3 göremeyeceğim Verb 1
3 havuçtan Noun 1
3 tahvilin Noun 2
3 şifa_veren Adj 1
3 güzel_olan Adj 1
3 oruçluymuş Verb 1
3 döneceğim Noun 1
3 göze_alamayacaklarını Noun 1
3 vurmuştu Verb 1
3 istenmektedir Verb 1
3 dalgaların Noun 1
3 sayılabilir Verb 1
3 seyrek Adv 1
3 yatırımcının Noun 2
3 uto Noun 1
3 elbet Adv 1
3 istemi Noun 1
3 düşünürdüm Verb 1
3 mevzisi Noun 1
3 evliliğin Noun 1
3 tutayım Verb 1
3 mahkemeler Noun 1
3 türetilmiş Adj 1
3 figürandır Verb 1
3 oğlunuzun Noun 2
3 aileye Noun 1
3 davetiye Noun 2
3 büyüklerin Noun 1
3 konuk Noun 1
3 yatıştıramıyordu Verb 1
3 terk_etmekte Noun 1
3 bilimsel_devrim'le Noun 2
3 sanılsın Verb 1
3 düşünme Noun 1
3 kadınsa Verb 1
3 yeşilden Noun 1
3 tarama Noun 1
3 buyur Verb 2
3 babanız Noun 2
3 hizmetin Noun 1
3 kapalıydı Verb 2
3 söylentilerinin Noun 1
3 kiralamışlar Verb 1
3 içerde Noun 1
3 facit Noun 1
3 reddine Noun 1
3 anlamasını Noun 1
3 ikiyüzelli Num 2
3 üşümüyorum Verb 1
3 korkuyo Verb 1
3 beyazı Noun 1
3 dokuz'a Noun 1
3 gelmişler Verb 2
3 almanca Noun 1
3 dönüştüren Adj 1
3 iltifat_etmiyor Verb 1
3 meker Noun 1
3 edindikleri Adj 1
3 yarayabilir Verb 1
3 çevreme Noun 2
3 bono Noun 5
3 bildirmeleri Noun 1
3 erik Noun 5
3 teypteki Adj 1
3 çelikkale_sokağı'nda Noun 1
3 geliştiler Verb 1
3 alacaktır Verb 1
3 yardımcı_olması Noun 1
3 koyalım Verb 1
3 kapılar Noun 2
3 sayacı Noun 1
3 kızarmış Adj 1
3 kırlara Noun 1
3 ideolojik Adj 9
3 kalmıştır Verb 1
3 devam_eden Adj 2
3 dolayısıyla Adv 6
3 zorluyorum Verb 1
3 buyrun Verb 2
3 zübeyde'nin Noun 1
3 devrimdir Verb 1
3 tahvil Noun 4
3 belirtiyorlar Verb 1
3 tamamlanmayana Noun 1
3 anlattıklarınız Noun 1
3 yakıştırma Noun 1
3 yemişçi Adj 1
3 böylece Adv 11
3 oydu Verb 1
3 yüzleşerek Adv 1
3 seferi Noun 1
3 bulundu Verb 1
3 mutsuzluk Noun 1
3 görüştük Verb 1
3 kata Noun 2
3 özer Noun 11
3 sabahı Noun 2
3 melodi Noun 1
3 doğumlu Noun 1
3 mihalıcık_köyü Noun 1
3 yerleştirdiği Adj 1
3 uyumsuz Noun 1
3 varolduğunu Noun 1
3 çıkarttı Verb 1
3 etkilemeyecek Verb 1
3 i̇şlevini Noun 1
3 şakalaşıp Adv 1
3 hisselerini Noun 1
3 cumhuriyet'in Noun 3
3 ee Interj 1
3 olmazsa Verb 2
3 çitlerle Noun 1
3 götürdük Verb 1
3 sıpa Noun 1
3 ulaştı Verb 2
3 yerleşirim Verb 1
3 yazmışım Verb 1
3 kaçarım Verb 2
3 rekabetin Noun 2
3 yanından Noun 4
3 fizikte Noun 1
3 dalgalandırıyorlar Verb 1
3 kadın_kolları Noun 1
3 eşşek Noun 1
3 özelliktir Verb 1
3 esinlenerek Adv 1
3 kavurup Adv 1
3 annesinin Noun 5
3 haklılığını Noun 1
3 yoldaki Adj 1
3 ayrılıp Adv 1
3 toplum Noun 2
3 çekiniyoruz Verb 1
3 çaydan Noun 1
3 mahmut Noun 8
3 doldurduğu Adj 1
3 almış Verb 4
3 mezopotamya'da Noun 1
3 civarında Noun 4
3 taralıydı Verb 1
3 zorlamaya Verb 1
3 türkü Noun 1
3 iklimde Noun 1
3 öğrenmiştim Verb 1
3 kesintisiz Adj 1
3 dişli Noun 2
3 yıllardan Noun 3
3 fısıltılı Adj 1
3 kulağındaki Adj 1
3 peşini Noun 1
3 almak Noun 7
3 tırmandım Verb 1
3 alıştığı Adj 1
3 savaş_karşıtı_platformu Noun 1
3 sorduğunda Noun 1
3 döndüm Verb 4
3 kabul Noun 3
3 aşklarına Noun 1
3 kaşar Noun 2
3 nefes_aldığı Adj 1
3 uyarınca Noun 1
3 önünden Noun 4
3 evim Noun 1
3 kaybedecek Adj 1
3 yorumcu Noun 1
3 abonelik Noun 1
3 mülkiyetine Noun 1
3 baştan_beri Postp 1
3 esas_alınacak Adj 2
3 formatını Noun 1
3 abdülbaki_dalar Noun 1
3 uydurularak Adv 1
3 taşımaktan Noun 1
3 kıyaslayan Adj 1
3 fazlasıyla Noun 1
3 ılık Adj 2
3 yasayı Noun 2
3 getirmişti Verb 2
3 bilgiye Noun 5
3 tahririni Noun 1
3 yürütemeyeceğim Verb 1
3 yapıyı Noun 1
3 rejimin Noun 2
3 yazılı Noun 1
3 dahiler Noun 1
3 ihmal_edemeyiz Verb 1
3 isteğinin Noun 1
3 güce Noun 1
3 korkmuş Verb 1
3 sevimli Adj 2
3 açımızdan Noun 1
3 buldu Verb 2
3 bulunmuyordu Verb 1
3 vurguladıktan Noun 1
3 dönüşümü Noun 1
3 niyeti_yoktu Verb 1
3 kızağında Noun 1
3 cümbüşü Noun 1
3 özü Noun 1
3 emin_olmak Noun 1
3 sokuluyor Verb 1
3 günlerime Noun 1
3 paketin Noun 3
3 kaynaklanan Adj 1
3 aradım Verb 1
3 asansörle Noun 1
3 darbukasına Noun 1
3 lezzetlidir Verb 1
3 düzlemlere Noun 2
3 metafizik Noun 4
3 evladım Noun 1
3 samur Noun 1
3 zihninin Noun 1
3 verdiği Noun 1
3 onlarla Pron 8
3 ek Noun 2
3 aydınlık_gazetesinin Noun 1
3 etme Verb 1
3 gazi Noun 1
3 yapmalarıyla Noun 1
3 yürümüştüm Verb 1
3 yüzümün Noun 1
3 binsekizyüzyetmişbeş Noun 1
3 alıp Adv 3
3 orkide Noun 1
3 kabul_edildi Verb 4
3 çiğnemekle Noun 1
3 verildi Verb 3
3 alanından Noun 1
3 unutamadı Verb 1
3 kamuda Noun 1
3 değerine Noun 1
3 aygün Noun 5
3 açamadılar Verb 1
3 gerçekleştirdiği Adj 1
3 çiçeği Noun 2
3 maddenin Noun 3
3 buldunuz Verb 1
3 duyguyu Noun 1
3 sınırlıyor Verb 1
3 kır Noun 5
3 başlayan Adj 6
3 kimliği Noun 2
3 çernomirdin Noun 1
3 birbirlerini Pron 3
3 ulaştırırız Verb 1
3 yukarıya Noun 1
3 birinci Num 7
3 sevmez Verb 1
3 kaldığım Adj 1
3 akademik Adj 1
3 fazla Adj 4
3 eşitsizliği Noun 1
3 abd_başkanı_george_bush'un Noun 1
3 tamamlanmayan Adj 1
3 tayin_edeceksiniz Verb 1
3 kurmaya Noun 1
3 bekliyor Verb 3
3 cuma Noun 1
3 prof._dr._mümtaz_soysal Noun 1
3 neden_oluyor Verb 2
3 bobin Noun 1
3 dikmenin Noun 1
3 nato Noun 1
3 neresi Pron 3
3 gömülürken Adv 1
3 dünyayla Noun 1
3 okuyacaklar Verb 1
3 olabildi Verb 1
3 gülüş Noun 1
3 soyut Adj 1
3 kadehini Noun 1
3 cinayeti Noun 1
3 derde Noun 1
3 düğününde Noun 1
3 yılgın Adj 1
3 beklersen Verb 1
3 kamyona Noun 2
3 sınıflar Noun 1
3 erten'in Noun 1
3 düşündüler Verb 5
3 profesör_anatoliy_alekseyev Noun 1
3 mutsuzluğunu Noun 1
3 incelememiz Noun 1
3 uzak Adj 5
3 beğendin Verb 1
3 kuşunki Pron 2
3 sakıncası Noun 1
3 takdirini Noun 1
3 ulaşmakta Noun 1
3 dörtyüzkırkiki Num 1
3 damlacıklarını Noun 1
3 soğanla Noun 1
3 döşeli Adj 2
3 arzu Noun 3
3 hamurun Noun 1
3 dönemlerde Noun 2
3 kitap Noun 2
3 duyurusunda Noun 1
3 yaşarmış Verb 1
3 erkeğe Noun 4
3 ikibinbeş_yılında Noun 1
3 özgü_olduğu Adj 1
3 yanaydı Verb 1
3 içkileri Noun 3
3 buruşturdu Verb 1
3 gitmekten Noun 1
3 üstündeydi Verb 1
3 günahlar Noun 1
3 biraz Adj 8
3 yaşıyor Verb 3
3 görevlerimi Noun 1
3 otuz_ikisinde Noun 1
3 rahatlatma Noun 1
3 fotonu Noun 1
3 geçmiş Verb 5
3 evye Noun 1
3 makinesi Noun 3
3 bitti Verb 3
3 bilmek Noun 2
3 amaca Noun 1
3 gonk Noun 1
3 milliyet'in Noun 1
3 çelişkiyi Noun 2
3 bölgelerinde Noun 2
3 yüz Num 2
3 atılmış Adj 1
3 düşündüğümüz Adj 1
3 tehdidinin Noun 1
3 hepsine Pron 1
3 hedefliyor Verb 1
3 göz_süzmeye Noun 1
3 performans Noun 1
3 yurtdışında Noun 3
3 anlattıklarımın Noun 1
3 açarlar Verb 1
3 dolduracak_olan Adj 1
3 düşüncenizin Noun 1
3 bölüyor Verb 1
3 insanlarından Noun 1
3 sık_sık Adv 5
3 içkisiz Adj 1
3 kazasıyla Noun 1
3 bayram_yapıyor Verb 1
3 getirmeye Noun 1
3 anlamaya Noun 1
3 tiyatrosunun Noun 1
3 arkadaşlık Noun 1
3 dönmüştü Verb 4
3 ölebileceğini Noun 1
3 sektöründeki Adj 1
3 kaymakam_arif_beyin Noun 1
3 üniversiteden Noun 1
3 kitabı Noun 3
3 i̇mambayıldı Noun 1
3 öldürme Noun 4
3 i̇nek Noun 3
3 aksiyom Noun 1
3 sezer Noun 3
3 rahatsız_olduğu Adj 1
3 kavrulmamışı Noun 1
3 kıvrımları Noun 1
3 tanışan Adj 1
3 kayıp Adj 3
3 beş Num 15
3 yaşıyoruz Verb 1
3 isteklerinden Noun 1
3 dadandım Verb 1
3 kaybolup Adv 1
3 yanına Noun 11
3 sezdirmemeye Noun 1
3 yapısındadır Verb 1
3 dokuzkırkbeş'te Noun 1
3 indirdi Verb 3
3 salça Noun 1
3 duyuyorum Verb 1
3 yanımdaki Adj 1
3 ulaşana Noun 1
3 faaliyetleri Noun 1
3 hoşlanmaz Verb 1
3 ise Postp 3
3 gittikçe Adv 4
3 tarihten Noun 2
3 ramazanmış Verb 1
3 gülmeye Noun 1
3 yanıbaşımda Noun 2
3 denmez Verb 2
3 götürdüm Verb 1
3 fırınında Noun 1
3 edindiği Adj 1
3 itişiyorlar Verb 1
3 pozitif Adj 1
3 riayet_edilmesini Noun 1
3 perihan_mağden Noun 1
3 paketim Noun 1
3 sevinç_duyacağımı Noun 1
3 fikret_bila_bey'i Noun 1
3 anlayamamıştım Verb 2
3 inanmadım Verb 1
3 arkadaş Noun 4
3 anayasa'nın Noun 2
3 darbuka Noun 1
3 pantolonunu Noun 4
3 kurullarda Noun 1
3 yükselecek Verb 1
3 kıvrık Adj 1
3 bindokuzyüzatmış_bindokuzyüzyetmişsekiz Noun 1
3 işe Noun 8
3 şanslı Noun 1
3 gelişmiş Adj 1
3 sura Noun 1
3 görünüştü Verb 1
3 yaşından Noun 1
3 haklar Noun 2
3 çalışmak Noun 3
3 buralarda Noun 1
3 tersine_dönmüş Verb 1
3 kaseye Noun 1
3 biliyorsun Verb 4
3 habire Adv 1
3 ekonomi Noun 3
3 dişe Noun 1
3 bıraktık Verb 1
3 kıvırıp Adv 1
3 dayanmış Verb 1
3 sevindim Verb 1
3 görülmediği Noun 1
3 göz_önüne_almamış Verb 1
3 enstitüsü'nün Noun 1
3 dışişleri_bakanı Noun 1
3 birlikte Noun 1
3 firuz_çilingiroğlu Noun 1
3 doksanaltı'dan Noun 1
3 kredi_kartını Noun 1
3 zorunda_kaldık Verb 2
3 geçirmeden Adv 2
3 anda Noun 20
3 insanıyım Verb 1
3 iliştirirdi Verb 1
3 beyinin Noun 1
3 edindiler Verb 1
3 toplumda Noun 1
3 duyuran Adj 3
3 acıya Noun 1
3 soruşturma Noun 1
3 anormallik Noun 1
3 yanımıza Noun 2
3 itip Adv 4
3 çakırkeyif Adj 1
3 protesto_etmek Noun 1
3 bulvar Noun 1
3 bakışması Noun 1
3 çekmenize Noun 1
3 satılan Adj 1
3 rahibe Noun 1
3 i̇rem'i Noun 1
3 apartman Noun 1
3 konuşmuyor Verb 1
3 sistemi Noun 1
3 havaalanını Noun 1
3 zeki Adj 5
3 birbirlerinden Pron 1
3 türkiye'de Noun 12
3 görüşü Noun 2
3 sanıyorum Verb 7
3 alışacak Verb 1
3 sistemleştirilmesinden Noun 1
3 niteliğindeki Adj 2
3 başbakanlık'ta Noun 3
3 yaşatıyor Verb 1
3 cabası Noun 1
3 gece Noun 36
3 yük_oluyorlar Verb 1
3 norveç'te Noun 1
3 ibarettir Verb 2
3 ola Verb 1
3 yemekleriyle Noun 1
3 aygaz Noun 1
3 ağabeyinizi Noun 1
3 üstlenmeyi Noun 1
3 tartışıyorlar Verb 1
3 sağlamaktı Verb 1
3 kontrol_etmeye Noun 1
3 söyleyin Verb 1
3 yanıma Noun 2
3 kurtarmış Verb 1
3 bağımlılarıyla Noun 1
3 gözlüklerinin Noun 1
3 gelişmelerini Noun 2
3 varamadık Verb 1
3 görgü Noun 4
3 başlangıçtan Noun 1
3 musakka'nın Noun 1
3 bitmeye Noun 1
3 çorapla Noun 1
3 kadere Noun 1
3 görüşmelerin Noun 2
3 ıslak Adj 2
3 satrancında Noun 1
3 sorusunu Noun 1
3 doldurucu Adj 1
3 makale Noun 1
3 dibinden Noun 1
3 seyyah Noun 1
3 kütük Noun 1
3 anlattın Verb 9
3 çalışılan Adj 1
3 öğretiyor Verb 2
3 lanetini Noun 1
3 bekletilmiş Verb 1
3 seslerin Noun 1
3 şekillerle Noun 1
3 önemli Adj 25
3 çarpıyor Verb 1
3 uzaklara Noun 2
3 sübjektif Adj 2
3 reprodüksiyonlar Noun 1
3 düşünenler Verb 1
3 hazırladık Verb 1
3 anap'ın Noun 1
3 inanırsanız Verb 1
3 çektiği Adj 1
3 inanan Adj 1
3 soyak_başkanlığı'nın Noun 1
3 havagazı Noun 1
3 tayfasına Noun 1
3 günlerini Noun 1
3 kaldırılsın Verb 3
3 güzelliğine Noun 3
3 dörtyüzotuzyedi Num 1
3 istiyordu Verb 2
3 masalarına Noun 1
3 ondaki Adj 1
3 keyfi Adj 1
3 dilimizi Noun 1
3 yükselmiş Adj 1
3 değerli Noun 1
3 yaramaz Adj 1
3 saymıştı Verb 1
3 bebeklerinde Noun 1
3 mücadelesi Noun 1
3 1950'de Noun 1
3 ufaklık Noun 2
3 savrulduğu Adj 1
3 asılı Verb 1
3 seben'de Noun 2
3 görür Adj 1
3 dernek Noun 1
3 müşteriler Noun 1
3 gezinirken Adv 1
3 yaradı Verb 1
3 öğretmişti Verb 1
3 defteri_olmaktan Noun 1
3 sapanca'nın Noun 1
3 hepimizce Pron 1
3 kakıp Adv 1
3 çalışmamız Noun 1
3 sokağın Noun 3
3 konuşanlar Noun 1
3 söylediğimin Noun 1
3 hipotezlerin Noun 1
3 aittir Verb 1
3 gazeteye Noun 1
3 karakterdir Verb 1
3 yükselebileceğini Noun 1
3 paketle Noun 1
3 oğlunun Noun 7
3 cinayetleri Noun 1
3 kurularıyla Noun 1
3 ayırıyorum Verb 1
3 ifadesiyle Noun 1
3 kanadı Noun 1
3 ruhu Noun 1
3 yayıldılar Verb 1
3 vermede Noun 1
3 bakarız Verb 2
3 rahatladığı Noun 1
3 vaktim Noun 1
3 bugünlerde Noun 1
3 dört Num 21
3 yetersizliğini Noun 1
3 akgüney_genel_başkanı_recep_tayyip_erdoğan'ın Noun 1
3 yarışacaklardı Verb 1
3 kendimi Pron 12
3 hantal Adj 1
3 gözüm_gönlüm Noun 1
3 yiyecektim Verb 1
3 geçemezsiniz Verb 1
3 reformu Noun 1
3 şahsi Adj 1
3 bakkaldan Noun 1
3 gözbebeği Noun 1
3 erkektir Verb 1
3 aysun_ulusu Noun 1
3 yakak Verb 1
3 şu Pron 5
3 adresi Noun 1
3 sürerken Adv 1
3 cümle Noun 1
3 perişan_oldum Verb 1
3 tutar Verb 1
3 bilirim Verb 2
3 simgesi Noun 2
3 boşluğunu Noun 1
3 razıydı Verb 1
3 kahkaha Noun 1
3 dinleyecek Adj 1
3 öğretmenimi Noun 1
3 ihtiyacım Noun 1
3 varoluşla Noun 1
3 getirsin Verb 1
3 eskimemişti Verb 1
3 taahhüde_bağlanan Adj 1
3 merakı Noun 1
3 açıklamaya Noun 1
3 korkuyordu Verb 1
3 tarafından Noun 14
3 elini Noun 7
3 i̇brahim_güngör Noun 1
3 ihtiyacı Noun 4
3 geldiklerinde Noun 1
3 ışığını Noun 1
3 sayısını Noun 1
3 diyerek Adv 8
3 içkiyi Noun 1
3 konuydu Verb 2
3 kasmpatı Noun 1
3 kozanoğlu_kırmızı_türkler_maksim'den_kavramı Noun 1
3 yanaşabilmesi Noun 1
3 gecenin Noun 6
3 yatak Noun 1
3 oynamaya Noun 2
3 devlet_konukevi'nde Noun 1
3 kuralları Noun 1
3 sarısı Noun 1
3 feodal Adj 1
3 dokunmayı Noun 1
3 önceki Adj 12
3 istemediklerini Noun 1
3 kim Pron 14
3 yüzlerce Num 3
3 esaretinde Noun 1
3 dünyamızda Noun 1
3 kaldığı Adj 2
